2.0  0.99999974
3.0  0.99999974
4.0  0.0064859065
5.0  0.08110192417999999
6.0  0.2946125179232
7.0  0.1884860403391699
8.0  0.32069559168090894
9.0  0.24511795759448185
10.0  0.22432671690089998
11.0  0.219889723668
12.0  0.21866577315900002
13.0  0.21830850745000002
14.0  0.21818924990999997
15.0  0.21796841999999986
16.0  0.2179357088
17.0  0.217300133
18.0  0.21683213619999997
19.0  0.21464508399999996
20.0  0.21308880899999996
21.0  0.211361586
22.0  0.20984281899999999
23.0  0.20492123199999998
24.0  0.20478507699999995
25.0  0.19760376800000004
26.0  0.18941194000000003
27.0  0.18431462
28.0  0.18578193999999995
29.0  0.17330464
30.0  0.16654108
31.0  0.16005624999999998
32.0  0.15970431999999998
33.0  0.15970715
34.0  0.14056154999999998
35.0  0.13445177
36.0  0.12378308999999998
37.0  0.09798703
38.0  0.09463741000000002
39.0  0.09444221000000001
40.0  0.09322465
41.0  0.09363463999999999
42.0  0.09363094
43.0  0.09363655999999998
44.0  0.09311893
45.0  0.09097098999999999
